loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), BaroAlt (cm), gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], debug[0], debug[1], debug[2], debug[3], motor[0], motor[1], motor[2], motor[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
  0, 8184933,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, -1,   0,  -2,   1, -11,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
  1, 8185982,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -1,  -2,   1, -10,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
  2, 8186983,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -2,  -3,   1, -10,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
  3, 8187985,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -2,  -3,   1, -10,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
  4, 8188990,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -3,  -3,   0, -10,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
  5, 8190014,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -3,  -3,   0, -10,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
  6, 8191014,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -3,  -2,  -1, -10,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
  7, 8192023,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -3,  -2,  -1, -10,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
  8, 8193024,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -2,  -2,  -1, -10,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
  9, 8194026,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -2,  -2,  -1, -10,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 10, 8195026,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -1,  -1,   0, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 11, 8196028,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -1,   0,   1, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 12, 8197030,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,   0,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 13, 8198037,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,   0,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 14, 8199037,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,   1,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 15, 8200039,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,   1,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 16, 8201041,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,   1,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 17, 8202043,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,   1,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 18, 8203048,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,   1,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 19, 8204059,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,   1,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 20, 8205059,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,   1,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 21, 8206062,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -1,   0,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 22, 8207066,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -1,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 23, 8208069,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -2,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 24, 8209070,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -3,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 25, 8210078,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -3,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 26, 8211081,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -3,   2, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 27, 8212082,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,  -3,   1, -10,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 28, 8213089,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,  -3,   1, -10,   0, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 29, 8214097,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,  -3,   0, -10,   0, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 30, 8215107,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,  -3,   0, -10,   0, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 31, 8216108,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -3,   1,  -9,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 32, 8217115,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -3,   1,  -9,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 33, 8218117,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -3,   1,  -9,   1, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 34, 8219124,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -3,   1,  -9,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 35, 8220130,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -3,   1,  -9,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 36, 8221136,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -2,   1,  -9,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 37, 8222143,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -1,   1,  -9,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 38, 8223143,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,   0,   1,  -9,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 39, 8224145,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,   0,   0,  -9,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 40, 8225148,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -1,   0, -10,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 41, 8226157,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -1,   0, -10,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 42, 8227160,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -1,   0, -10,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 43, 8228198,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -1,   0, -10,   0, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 44, 8229205,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -1,   1, -10,   0, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 45, 8230214,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -2,   1, -10,   0, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 46, 8231222,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -1,  -2,   1, -10,   0, 2032,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 47, 8232230,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -1,  -2,   1, -10,   0, 2032,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 48, 8233234,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -1,  -2,   1, -10,   0, 2032,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 49, 8234241,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -1,  -2,   2, -10,   0, 2032,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 50, 8235249,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,  -1,  -2,   2, -10,   0, 2032,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 51, 8236250,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -2,   2, -10,   0, 2032,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 52, 8237254,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   0,  -2,   3, -10,   0, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 53, 8238255,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,  -2,   2, -10,   0, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 54, 8239256,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,  -2,   2, -10,   0, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 55, 8240256,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,  -2,   2, -10,   0, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 56, 8241257,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,  -3,   1, -10,   0, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 57, 8242258,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,  -3,   0, -10,   0, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 58, 8243260,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,  -3,   0, -10,   0, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 59, 8244269,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,  -2,  -1, -10,   0, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 60, 8245271,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.000, 0,   1,  -2,   0, -10,   0, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 61, 8246277,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   1,  -3,   0, -11,   0, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 62, 8247280,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,  -3,   0, -11,   0, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 63, 8248285,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,  -2,   0, -11,   0, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 64, 8249292,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,  -2,  -1, -11,   0, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 65, 8250295,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,  -2,  -1, -11,   0, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 66, 8251336,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -2,  -2,  -1, -11,   0, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 67, 8252338,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,  -2,   0, -11,   0, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 68, 8253341,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,  -2,   1, -11,   0, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 69, 8254341,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,  -2,   1, -11,   0, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 70, 8255348,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,  -2,   2, -11,   0, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 71, 8256353,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,  -2,   2, -11,   0, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 72, 8257358,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,  -2,   2, -11,   0, 2030,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 73, 8258360,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,  -2,   2, -11,   0, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 74, 8259365,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,  -2,   2, -11,   0, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 75, 8260373,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,  -3,   1, -11,   0, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 76, 8261377,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,  -2,   1, -11,   1, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 77, 8262381,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,  -2,   0, -11,   1, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 78, 8263383,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,  -2,   0, -11,   1, 2031,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 79, 8264386,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   1,  -2,   1, -11,   1, 2032,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 80, 8265391,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   1,  -1,   1, -11,   1, 2032,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 81, 8266393,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   2,  -1,   2, -11,   1, 2032,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 82, 8267396,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   3,  -1,   2, -11,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 83, 8268399,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   3,  -1,   2, -11,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 84, 8269400,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   2,  -1,   1, -11,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 85, 8270406,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   1,  -1,   1, -11,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 86, 8271410,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   1,  -1,   1, -11,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 87, 8272414,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,  -2,   0, -11,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 88, 8273417,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,  -1,   0, -11,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 89, 8274418,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,  -1,  -1, -11,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 90, 8275421,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,  -1,  -1, -11,   1, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 91, 8276422,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,   0,  -1, -11,   2, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 92, 8277431,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,   0,  -2, -11,   2, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 93, 8278431,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,   0,  -2, -11,   2, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 94, 8279441,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,   0,   0,  -2, -11,   2, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 95, 8280442,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,   0,  -2, -11,   2, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 96, 8281442,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,   0,  -1, -11,   2, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 97, 8282449,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,   0,  -1, -11,   2, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 98, 8283451,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,  -1,   0, -11,   2, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
 99, 8284453,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,  -1,   0, -11,   2, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
100, 8285454,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.017, 0,  -1,  -2,   0, -11,   2, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
101, 8286457,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.008, 0,  -1,  -2,  -1, -11,   2, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
102, 8287460,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.008, 0,  -1,  -3,  -1, -11,   2, 2033,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
103, 8288463,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.008, 0,   0,  -3,  -1, -11,   2, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
104, 8289471,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.008, 0,   1,  -3,  -1, -11,   2, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
105, 8290473,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.008, 0,   1,  -2,   0, -11,   2, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
106, 8291478,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.008, 0,   1,  -2,   1, -11,   2, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
107, 8292480,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1035, 0.008, 0,   1,  -1,   1, -11,   2, 2034,   0,   0,   0,   0, 1000, 1000, 1000, 1000, 0, SMALL_ANGLE, IDLE, 1, 1
