loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), BaroAlt (cm), gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], debug[0], debug[1], debug[2], debug[3], motor[0], motor[1], motor[2], motor[3], flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
767, 8956147,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 12,   1,   0,   1, -12,   2, 2034,   0,   0,   0,   0, 1066, 1066, 1066, 1066, 0, SMALL_ANGLE, IDLE, 1, 1
768, 8957149,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 12,   2,   0,   1, -12,   2, 2034,   0,   0,   0,   0, 1067, 1067, 1065, 1065, 0, SMALL_ANGLE, IDLE, 1, 1
769, 8958150,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 12,   2,   0,   1, -12,   2, 2035,   0,   0,   0,   0, 1067, 1067, 1065, 1065, 0, SMALL_ANGLE, IDLE, 1, 1
770, 8959151,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 12,   2,   1,   1, -12,   2, 2035,   0,   0,   0,   0, 1067, 1067, 1065, 1065, 0, SMALL_ANGLE, IDLE, 1, 1
771, 8960152,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 12,   2,   1,   1, -12,   2, 2035,   0,   0,   0,   0, 1066, 1066, 1066, 1066, 0, SMALL_ANGLE, IDLE, 1, 1
772, 8961157,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 12,   1,   1,   2, -12,   2, 2035,   0,   0,   0,   0, 1066, 1066, 1066, 1066, 0, SMALL_ANGLE, IDLE, 1, 1
773, 8962166,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 12,   0,   0,   2, -12,   2, 2035,   0,   0,   0,   0, 1066, 1066, 1066, 1066, 0, SMALL_ANGLE, IDLE, 1, 1
774, 8963171,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 12,   0,  -1,   2, -12,   2, 2035,   0,   0,   0,   0, 1066, 1066, 1066, 1066, 0, SMALL_ANGLE, IDLE, 1, 1
775, 8964179,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 12,  -1,  -1,   2, -12,   1, 2035,   0,   0,   0,   0, 1066, 1066, 1066, 1066, 0, SMALL_ANGLE, IDLE, 1, 1
776, 8965187,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 14,  -1,  -2,   2, -12,   1, 2035,   0,   0,   0,   0, 1067, 1065, 1067, 1065, 0, SMALL_ANGLE, IDLE, 1, 1
777, 8966190,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 14,  -1,  -2,   2, -12,   1, 2035,   0,   0,   0,   0, 1066, 1066, 1066, 1066, 0, SMALL_ANGLE, IDLE, 1, 1
778, 8967197,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 14,  -1,  -3,   2, -12,   1, 2035,   0,   0,   0,   0, 1067, 1065, 1067, 1065, 0, SMALL_ANGLE, IDLE, 1, 1
779, 8968204,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 14,  -2,  -3,   2, -12,   1, 2035,   0,   0,   0,   0, 1067, 1065, 1067, 1065, 0, SMALL_ANGLE, IDLE, 1, 1
780, 8969210,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.000, 14,  -2,  -2,   2, -12,   1, 2035,   0,   0,   0,   0, 1066, 1066, 1066, 1066, 0, SMALL_ANGLE, IDLE, 1, 1
781, 8970211,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.017, 14,  -1,  -2,   2, -12,   1, 2035,   0,   0,   0,   0, 1066, 1066, 1066, 1066, 0, SMALL_ANGLE, IDLE, 1, 1
782, 8971235,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.017, 14,  -1,  -2,   2, -12,   1, 2035,   0,   0,   0,   0, 1066, 1066, 1066, 1066, 0, SMALL_ANGLE, IDLE, 1, 1
783, 8972241,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1066, 0.017, 14,  -1,  -2,   1, -12,   1, 2035,   0,   0,   0,   0, 1066, 1066, 1066, 1066, 0, SMALL_ANGLE, IDLE, 1, 1
784, 8973244,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,   0,  -2,   1, -12,   1, 2035,   0,   0,   0,   0, 1066, 1066, 1066, 1066, 0, SMALL_ANGLE, IDLE, 1, 1
785, 8974246,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,   0,  -2,   0, -12,   1, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
786, 8975254,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,   0,  -2,   0, -12,   1, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
787, 8976262,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,   0,  -1,  -1, -12,   1, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
788, 8977265,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,   0,  -1,  -1, -12,   1, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
789, 8978272,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,   0,  -1,  -1, -12,   1, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
790, 8979280,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,  -1,  -1,  -1, -12,   1, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
791, 8980281,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,  -1,  -1,  -1, -12,   1, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
792, 8981288,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,  -2,  -1,  -1, -12,   1, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
793, 8982293,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,  -2,  -1,   0, -12,   0, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
794, 8983300,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,  -2,  -1,   0, -12,   0, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
795, 8984305,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,  -1,  -1,   0, -12,   0, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
796, 8985307,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,   0,  -2,  -1, -12,   0, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
797, 8986312,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,   0,  -2,  -1, -12,   0, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
798, 8987314,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,   0,  -2,   0, -12,   0, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
799, 8988318,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,   0,  -2,   0, -11,   0, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
800, 8989327,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 14,   0,  -2,   1, -11,   0, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
801, 8990333,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1090, 0.017, 16,   0,  -2,   1, -11,   0, 2035,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
802, 8991340,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,  -1,   1, -11,   0, 2034,   0,   0,   0,   0, 1090, 1090, 1090, 1090, 0, SMALL_ANGLE, IDLE, 1, 1
803, 8992340,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,   0,   1, -11,   0, 2034,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
804, 8993343,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,   0,   1, -11,   0, 2034,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
805, 8994395,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,   0,   1, -10,   0, 2034,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
806, 8995398,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,  -1,   1, -10,   0, 2034,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
807, 8996407,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,  -2,   0, -10,   0, 2034,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
808, 8997409,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,  -3,   0, -10,  -1, 2034,   0,   0,   0,   0, 1118, 1116, 1118, 1116, 0, SMALL_ANGLE, IDLE, 1, 1
809, 8998416,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,  -3,   1, -10,  -1, 2034,   0,   0,   0,   0, 1118, 1116, 1118, 1116, 0, SMALL_ANGLE, IDLE, 1, 1
810, 8999425,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,  -2,   1, -10,  -1, 2034,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
811, 9000431,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,  -2,   2, -10,  -1, 2033,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
812, 9001433,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,  -1,   2, -10,  -1, 2033,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
813, 9002437,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,  -1,   2, -10,  -1, 2033,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
814, 9003439,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,  -1,   2, -10,  -1, 2033,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
815, 9004440,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,   0,   0,   2, -10,  -1, 2033,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
816, 9005443,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,  -1,   0,   2, -10,  -1, 2033,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
817, 9006445,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,  -1,   0,   2, -10,  -1, 2033,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
818, 9007456,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,  -1,  -1,   2, -10,  -1, 2033,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
819, 9008459,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1117, 0.017, 16,  -1,  -1,   2, -10,  -1, 2033,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
820, 9009468,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.017, 16,   0,  -1,   2, -10,  -1, 2032,   0,   0,   0,   0, 1117, 1117, 1117, 1117, 0, SMALL_ANGLE, IDLE, 1, 1
821, 9010475,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 16,   0,  -1,   2, -10,  -1, 2032,   0,   0,   0,   0, 1135, 1137, 1137, 1135, 0, SMALL_ANGLE, IDLE, 1, 1
822, 9011475,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 16,   0,  -2,   1, -10,  -1, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
823, 9012479,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 16,   1,  -2,   1, -10,  -1, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
824, 9013482,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 16,   1,  -2,   1, -10,  -1, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
825, 9014489,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 16,   1,  -1,   1, -10,  -1, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
826, 9015494,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 17,   1,  -1,   1, -10,  -1, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
827, 9016503,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 17,   0,  -2,   1, -10,  -1, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
828, 9017526,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 17,  -1,  -2,   1, -10,  -1, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
829, 9018527,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 17,  -1,  -2,   1, -10,  -1, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
830, 9019529,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 17,  -1,  -2,   1, -10,  -1, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
831, 9020535,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 17,   0,  -1,   1, -10,  -1, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
832, 9021540,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 17,  -1,  -1,   1, -10,   0, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
833, 9022542,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 17,  -1,  -1,   1, -10,   0, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
834, 9023547,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 17,  -2,   0,   2, -10,   0, 2032,   0,   0,   0,   0, 1135, 1137, 1137, 1135, 0, SMALL_ANGLE, IDLE, 1, 1
835, 9024551,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 17,  -2,   0,   2, -10,   0, 2032,   0,   0,   0,   0, 1135, 1137, 1137, 1135, 0, SMALL_ANGLE, IDLE, 1, 1
836, 9025554,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 17,  -2,   0,   2, -10,   0, 2032,   0,   0,   0,   0, 1135, 1137, 1137, 1135, 0, SMALL_ANGLE, IDLE, 1, 1
837, 9026556,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1136, 0.000, 17,  -2,  -1,   1, -10,   0, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
838, 9027561,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,  -1,  -1,   1, -10,   0, 2032,   0,   0,   0,   0, 1136, 1136, 1136, 1136, 0, SMALL_ANGLE, IDLE, 1, 1
839, 9028562,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,  -1,  -2,   0, -10,   0, 2032,   0,   0,   0,   0, 1147, 1147, 1147, 1147, 0, SMALL_ANGLE, IDLE, 1, 1
840, 9029570,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   0,  -2,   0, -10,   0, 2032,   0,   0,   0,   0, 1147, 1147, 1147, 1147, 0, SMALL_ANGLE, IDLE, 1, 1
841, 9030572,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   1,  -1,   0, -10,   1, 2032,   0,   0,   0,   0, 1147, 1147, 1147, 1147, 0, SMALL_ANGLE, IDLE, 1, 1
842, 9031576,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   1,  -1,   0, -10,   1, 2032,   0,   0,   0,   0, 1147, 1147, 1147, 1147, 0, SMALL_ANGLE, IDLE, 1, 1
843, 9032577,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   2,  -1,  -1, -10,   1, 2032,   0,   0,   0,   0, 1148, 1148, 1146, 1146, 0, SMALL_ANGLE, IDLE, 1, 1
844, 9033579,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   2,  -1,  -1, -10,   1, 2032,   0,   0,   0,   0, 1147, 1147, 1147, 1147, 0, SMALL_ANGLE, IDLE, 1, 1
845, 9034590,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   2,  -1,  -1, -10,   1, 2032,   0,   0,   0,   0, 1147, 1147, 1147, 1147, 0, SMALL_ANGLE, IDLE, 1, 1
846, 9035591,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   2,  -1,   0, -10,   1, 2032,   0,   0,   0,   0, 1147, 1147, 1147, 1147, 0, SMALL_ANGLE, IDLE, 1, 1
847, 9036592,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   1,  -1,   1, -10,   1, 2032,   0,   0,   0,   0, 1147, 1147, 1147, 1147, 0, SMALL_ANGLE, IDLE, 1, 1
848, 9037601,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   1,  -1,   2, -10,   1, 2032,   0,   0,   0,   0, 1146, 1148, 1148, 1146, 0, SMALL_ANGLE, IDLE, 1, 1
849, 9038607,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   0,  -1,   3, -10,   1, 2032,   0,   0,   0,   0, 1146, 1148, 1148, 1146, 0, SMALL_ANGLE, IDLE, 1, 1
850, 9039614,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   0,  -1,   3, -10,   3, 2032,   0,   0,   0,   0, 1146, 1148, 1148, 1146, 0, SMALL_ANGLE, IDLE, 1, 1
851, 9040614,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   1,   0,   2, -10,   3, 2032,   0,   0,   0,   0, 1146, 1148, 1148, 1146, 0, SMALL_ANGLE, IDLE, 1, 1
852, 9041616,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   2,   0,  -1, -10,   3, 2032,   0,   0,   0,   0, 1147, 1147, 1147, 1147, 0, SMALL_ANGLE, IDLE, 1, 1
853, 9042620,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   2,   0,  -6, -10,   5, 2030,   0,   0,   0,   0, 1148, 1146, 1146, 1148, 0, SMALL_ANGLE, IDLE, 1, 1
854, 9043622,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   3,   0, -11, -10,   5, 2030,   0,   0,   0,   0, 1151, 1145, 1143, 1149, 0, SMALL_ANGLE, IDLE, 1, 1
855, 9044627,   0,   0,   3,   0,   0,   0,   0,   0,   0,   0,   0, 1147, 0.000, 17,   4,   1, -14, -10,   5, 2030,   0,   0,   0,   0, 1151, 1145, 1143, 1149, 0, SMALL_ANGLE, IDLE, 1, 1
856, 9045627,   0,   0,   3,   0,   0,   0,   0,   0,   0,   0,   0, 1151, 0.000, 17,   4,   2, -14, -10,   6, 2027,   0,   0,   0,   0, 1151, 1145, 1143, 1149, 0, SMALL_ANGLE, IDLE, 1, 1
857, 9046630,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0, 1151, 0.000, 17,   3,   3, -12, -10,   6, 2027,   0,   0,   0,   0, 1153, 1149, 1147, 1155, 0, SMALL_ANGLE, IDLE, 1, 1
858, 9047632,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0, 1151, 0.000, 17,   2,   2,  -9, -10,   6, 2027,   0,   0,   0,   0, 1153, 1149, 1149, 1153, 0, SMALL_ANGLE, IDLE, 1, 1
859, 9048638,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1151, 0.000, 17,   2,   0,  -4, -11,   4, 2024,   0,   0,   0,   0, 1152, 1150, 1150, 1152, 0, SMALL_ANGLE, IDLE, 1, 1
860, 9049643,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 1151, 0.000, 17,   3,  -1,   0, -11,   4, 2024,   0,   0,   0,   0, 1151, 1151, 1151, 1151, 0, SMALL_ANGLE, IDLE, 1, 1
861, 9050647,   0,   0,  -1,   0,   0,   0,   0,   0,   0,   0,   0, 1151, 0.000, 17,   4,  -1,   5, -11,   4, 2024,   0,   0,   0,   0, 1151, 1151, 1153, 1149, 0, SMALL_ANGLE, IDLE, 1, 1
862, 9051654,   0,   0,  -3,   0,   0,   0,   0,   0,   0,   0,   0, 1151, 0.000, 17,   3,  -1,  13, -13,  -2, 2024,   0,   0,   0,   0, 1149, 1153, 1155, 1147, 0, SMALL_ANGLE, IDLE, 1, 1
863, 9052655,   0,   0,  -6,   0,   0,   0,   0,   0,   0,   0,   0, 1151, 0.000, 17,  -1,  -1,  26, -13,  -2, 2024,   0,   0,   0,   0, 1145, 1157, 1157, 1145, 0, SMALL_ANGLE, IDLE, 1, 1
864, 9053664,   0,   0, -10,   0,   0,   0,   0,   0,   0,   0,   0, 1151, 0.000, 17,  -8,  -2,  42, -13,  -2, 2024,   0,   0,   0,   0, 1140, 1160, 1162, 1142, 0, SMALL_ANGLE, IDLE, 1, 1
865, 9054665,   1,   0, -14,   0,   0,   0,   2,   0,   0,   0,   0, 1151, 0.000, 17, -17,  -3,  59, -13, -10, 2025,   0,   0,   0,   0, 1135, 1161, 1169, 1139, 0, SMALL_ANGLE, IDLE, 1, 1
866, 9055668,   1,   0, -18,   0,   0,   0,   3,   0,   0,   0,   0, 1151, 0.000, 17, -24,  -3,  75, -13, -10, 2025,   0,   0,   0,   0, 1129, 1163, 1175, 1137, 0, SMALL_ANGLE, IDLE, 1, 1
867, 9056674,   1,   0, -20,   0,   0,   0,   3,   0,   0,   0,   0, 1151, 0.000, 17, -29,  -3,  84, -13, -10, 2025,   0,   0,   0,   0, 1125, 1165, 1179, 1135, 0, SMALL_ANGLE, IDLE, 1, 1
868, 9057682,   1,   0, -20,   0,   0,   0,   3,   0,   0,   0,   0, 1151, 0.000, 17, -27,  -1,  84, -12, -14, 2026,   0,   0,   0,   0, 1125, 1167, 1177, 1135, 0, SMALL_ANGLE, IDLE, 1, 1
869, 9058690,   1,   0, -17,   0,   0,   0,   1,   0,   0,   0,   0, 1151, 0.000, 17, -21,   4,  71, -12, -14, 2026,   0,   0,   0,   0, 1130, 1166, 1170, 1138, 0, SMALL_ANGLE, IDLE, 1, 1
870, 9059691,   0,   0, -11,   0,   0,   0,   0,  -1,   0,   0,   0, 1151, 0.000, 17, -11,   7,  48, -12, -14, 2026,   0,   0,   0,   0, 1136, 1164, 1162, 1142, 0, SMALL_ANGLE, IDLE, 1, 1
871, 9060693,   0,   0,  -3,   0,   0,   0,  -2,  -1,   0,   0,   0, 1151, 0.000, 17,  -1,   6,  14, -15,  -7, 2025,   0,   0,   0,   0, 1147, 1159, 1151, 1147, 0, SMALL_ANGLE, IDLE, 1, 1
872, 9061700,   0,   0,   6,   0,   0,   0,  -3,   0,   0,   0,   0, 1151, 0.000, 17,  10,   3, -25, -15,  -7, 2025,   0,   0,   0,   0, 1161, 1151, 1139, 1153, 0, SMALL_ANGLE, IDLE, 1, 1
873, 9062709,  -1,   0,  15,   0,   0,   0,  -5,   0,   0,   0,   0, 1151, 0.000, 17,  20,  -2, -64, -15,  -7, 2025,   0,   0,   0,   0, 1173, 1141, 1129, 1161, 0, SMALL_ANGLE, IDLE, 1, 1
874, 9063712,  -1,   0,  24,   0,   0,   0,  -5,   0,   0,   0,   0, 1162, 0.000, 17,  27,  -6, -100, -19,   5, 2021,   0,   0,   0,   0, 1184, 1132, 1122, 1166, 0, SMALL_ANGLE, IDLE, 1, 1
875, 9064712,  -2,   0,  30,   0,   0,   0,  -5,   1,   0,   0,   0, 1162, 0.000, 17,  33,  -9, -127, -19,   5, 2021,   0,   0,   0,   0, 1203, 1137, 1125, 1183, 0, SMALL_ANGLE, IDLE, 1, 1
